시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
조원동주민센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 조원로 12길 25,서울특별시 관악구 신림동 568-27,37.4825228,126.9077834,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,19,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
청룡동주민센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 쑥고개로 44,서울특별시 관악구 봉천동 1539-1,37.4791171355,126.941634,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,33,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
남현동주민센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현동 1086-1,37.4745458,126.9778675,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,19,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
대학동치안센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 대학길 48,서울특별시 관악구 신림동 818-20,37.46857323,126.9375599792,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,19,60,200,230,2020-02-11,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
인헌동 주민센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 246가길 20,서울특별시 관악구 봉천동 1635-40,37.4751007496,126.9653246626,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,19,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
관악청소년회관 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 신림로23길 17,서울특별시 관악구 신림동 1522,37.4702442623,126.9352208,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,26,60,200,230,2020-03-02,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
서원동주민센터 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 신림로 282,서울특별시 관악구 신림동 1641-65,37.4797317,126.9313649,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,26,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
신림여성교실 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 대학길 64,서울특별시 관악구 신림동 251-384,37.46791366,126.9374927,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,19,60,200,230,2020-03-03,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
관악구청 여성안심택배함,서울특별시,관악구,11620,서울특별시 관악구 관악로 145,서울특별시 관악구 봉천동 1570-1,37.4782097744,126.9515031667,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,12,60,200,230,2020-02-11,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
현대오일뱅크 관악셀프점,서울특별시,관악구,11620,서울특별시 관악구 남부순환로 1520,서울특별시 관악구 신림동 1571-8,37.4824162030,126.919443,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,12,60,200,230,2020-02-14,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
미성동자치회관,서울특별시,관악구,11620,서울특별시 관악구 난곡로 52길 16,서울특별시 관악구 신림동 1565-6,37.478231,126.916209,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,12,60,200,230,2020-02-07,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
신한은행 (구)봉천서 지점,서울특별시,관악구,11620,서울특별시 관악구 은천로 110 (봉천동),서울특별시 관악구 봉천동 463-1,37.4866846868,126.947361,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,12,60,200,230,2020-02-11,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
신한은행 신림대학동 지점,서울특별시,관악구,11620,,서울특별시 관악구 신림동 1518,37.470189,126.9368170604,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,99,0,중소형,12,60,200,230,2020-02-11,1666-0339,㈜스마트큐브,1666-0339,2020-05-30,3200000,서울특별시 관악구
용산구청 1층 후문 출입구 옆,서울특별시,용산구,11170,서울특별시 용산구 녹사평대로 150,,37.5324526548,126.9904782550,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,"1) 이용주민 : 물품수령장소지정(안심택배보관함)2) 택배업체 : 수취인 핸드폰 입력, 물품 보관3) 안심택배 보관소 : 택배도착 문자 발송4) 이용주민 : 택배도착문자 수신 48시간 내 물품 수령",3열,19,21cm,17cm,7cm(작은칸)14cm(중간칸)21cm(대형칸),2020-03-02,02-1666-0339,용산구청 여성가족과,02-2199-7144,2020-06-18,3020000,서울특별시 용산구
갈월종합사회복지관 주차장 출입구,서울특별시,용산구,11170,서울특별시 용산구 두텁바위로 25,,37.5457743450,126.9748244450,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,"1) 이용주민 : 물품수령장소지정(안심택배보관함)2) 택배업체 : 수취인 핸드폰 입력, 물품 보관3) 안심택배 보관소 : 택배도착 문자 발송4) 이용주민 : 택배도착문자 수신 48시간 내 물품 수령",4열,26,21cm,17cm,7cm(작은칸)14cm(중간칸)21cm(대형칸),2020-03-03,02-1666-0339,용산구청 여성가족과,02-2199-7144,2020-06-18,3020000,서울특별시 용산구
한남동공영주차장 복합문화센터 1층 출입구,서울특별시,용산구,11170,서울특별시 용산구 이태원로 224-19,,37.5348569089,127.0002670156,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,"1) 이용주민 : 물품수령장소지정(안심택배보관함)2) 택배업체 : 수취인 핸드폰 입력, 물품 보관3) 안심택배 보관소 : 택배도착 문자 발송4) 이용주민 : 택배도착문자 수신 48시간 내 물품 수령",2열,12,21cm,17cm,7cm(작은칸)14cm(중간칸)21cm(대형칸),2020-03-04,02-1666-0339,용산구청 여성가족과,02-2199-7144,2020-06-18,3020000,서울특별시 용산구
용산2가동 주민센터 주차장 입구,서울특별시,용산구,11170,서울특별시 용산구 신흥로 90,,37.5460752787,126.9855699402,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,01,"1) 이용주민 : 물품수령장소지정(안심택배보관함)2) 택배업체 : 수취인 핸드폰 입력, 물품 보관3) 안심택배 보관소 : 택배도착 문자 발송4) 이용주민 : 택배도착문자 수신 48시간 내 물품 수령",3열,19,21cm,17cm,7cm(작은칸)14cm(중간칸)21cm(대형칸),2020-03-05,02-1666-0339,용산구청 여성가족과,02-2199-7144,2020-06-18,3020000,서울특별시 용산구
여성안심무인택배함,경상북도,구미시,47190,구미시 상사서로4길 10,구미시 상모동 69,36.087472,128.356079,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010111,11,파악불가,파악불가,파악불가,2016-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 구미중앙로 24,구미시 원평동 56-13,36.130812,128.325799,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010114,11,파악불가,파악불가,파악불가,2019-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 인동중앙로11길 10,구미시 황상동 279-1,36.109106,128.421631,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010115,11,파악불가,파악불가,파악불가,2019-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 인동22길 33,구미시 진평동 111-1,36.095267,128.425488,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010119,11,파악불가,파악불가,파악불가,2017-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 형곡로 180,구미시 형곡동 315-5,36.106252,128.335516,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010121,11,파악불가,파악불가,파악불가,2017-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 문장로12길 1,구미시 도량동 792-254,36.140518,128.332573,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010123,11,파악불가,파악불가,파악불가,2017-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 흥안로 6,구미시 옥계동 556-2,36.147316,128.417903,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010130,11,파악불가,파악불가,파악불가,2018-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 인동중앙로8길 9,구미시 인의동 366-4,36.107912,128.423080,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010131,11,파악불가,파악불가,파악불가,2018-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
탄방동 숯뱅이 행복마을,대전광역시,서구,30170,대전광역시 서구 도솔로 483번길 66,,36.3441495,127.3996192,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,본인 휴대폰 번호와 전송받은 인증번호 입력,02+04,02/3+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-12-15,1600-5136,대전 서구청 여성가족과,042-288-3224,2020-06-30,3660000,대전광역시 서구
서남동행정복지센터,광주광역시,동구,35900,광주광역시 동구 서남로 14,광주광역시 동구 서석동 29,35.14495168,126.9231822,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령","대형01, 중형02, 중소형03, 소형04",01/1+02/3+03/12+04/3,01/0.6+02/0.6+03/0.6+04/0.6,01/0.5+02/0.5+03/0.5+04/0.5,01/0.225+02/0.3+03/0.45+04/0.9,2019-06-28,1599-2740,동구 여성아동과,062-608-2653,2020-07-03,3590000,광주광역시 동구
지산2동행정복지센터,광주광역시,동구,35900,광주광역시 동구 지호로 51,광주광역시 동구 지산동 232-46,35.1479133,126.9344711,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령","대형01, 중형02, 중소형03, 소형04",01/1+02/3+03/12+04/3,01/0.6+02/0.6+03/0.6+04/0.6,01/0.5+02/0.5+03/0.5+04/0.5,01/0.225+02/0.3+03/0.45+04/0.9,2019-06-28,1599-2740,동구 여성아동과,062-608-2653,2020-07-03,3590000,광주광역시 동구
푸른마을공동체센터,광주광역시,동구,35900,광주광역시 동구 동명로67번길 29,광주광역시 동구 산수동 363-4,35.15298269,126.9258807,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령","대형01, 중형02, 중소형03, 소형04",01-1+02/3+04/11,01/0.6+02/0.6+04/0.6,01/05.+02/0.5+04/0.5,01/0.675+02/0.450+04/0.225,2020-07-01,1600-5136,동구 여성아동과,062-608-2653,2020-07-03,3590000,광주광역시 동구
동구국민체육센터,광주광역시,동구,35900,광주광역시 동구 필문대로205번길 17,광주광역시 동구 산수동519-4,35.1523124794,126.9327426714,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령","대형01, 중형02, 중소형03, 소형04",01-1+02/3+04/11,01/0.6+02/0.6+04/0.6,01/05.+02/0.5+04/0.5,01/0.675+02/0.450+04/0.225,2020-07-01,1600-5136,동구 여성아동과,062-608-2653,2020-07-03,3590000,광주광역시 동구
왜관역광장 무인택배함,경상북도,칠곡군,52200,경상북도 칠곡군 왜관읍 중앙로8길 10,,35.9920945694,128.4000035390,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/20+02/40+03/40,01/30+02/30+03/50,01/40+02/50+03/70,01/40+02/50+03/70,2017-11-30,1522-0306,칠곡군청,054-979-6444,2020-07-01,5220000,경상북도 칠곡군
북삼인평체육공원무인택배함,경상북도,칠곡군,52200,경상북도 칠곡군 북삼읍 북삼로65,,36.0726696242,128.3408990690,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/20+02/40+03/40,01/30+02/30+03/50,01/40+02/50+03/70,01/40+02/50+03/70,2017-11-30,1522-0306,칠곡군청,054-979-6444,2020-07-01,5220000,경상북도 칠곡군
도서관무인택배함,경상북도,칠곡군,52200,경상북도 칠곡군 석적읍 남중리2길 25,,36.0744924199,128.4091663962,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/20+02/40+03/40,01/30+02/30+03/50,01/40+02/50+03/70,01/40+02/50+03/70,2017-05-05,1522-0307,칠곡군청,054-979-6444,2020-07-01,5220000,경상북도 칠곡군
왜관농협 하나로마트 남부지점,경상북도,칠곡군,52200,경상북도 칠곡군 왜관읍 중앙로 143,,35.9877814199,128.3989426878,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/20+02/40+03/40,01/30+02/30+03/50,01/40+02/50+03/70,01/40+02/50+03/70,2019-11-07,1522-0308,칠곡군청,054-979-6444,2020-07-01,5220000,경상북도 칠곡군
석적농협 중리지점,경상북도,칠곡군,52200,경상북도 칠곡군 석적읍 북중리3길 42-2,,36.0785566589,128.4111482802,00:00,24:00,00:00,24:00,00:00,24:00,0,0,0,1,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03+소형/04,01/20+02/40+03/40,01/30+02/30+03/50,01/40+02/50+03/70,01/40+02/50+03/70,2019-11-07,1522-0309,칠곡군청,054-979-6444,2020-07-01,5220000,경상북도 칠곡군
이마트양산점,경상남도,양산시,50629,경상남도 양산시 양산역6길 12 신세계이마트양산점,경상남도 양산시 중부동 705,35.3368250914,129.0264403046,00:00,23:59,00:00,23:59,00:00,23:59,48,0,0,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/09+04/11,02/60+04/60,02/50+04/50,02/42+04/21,2017-06-25,1544-9808,여성가족과,055-392-2513,2020-06-03,5380000,경상남도 양산시
중구제1청 교통운수과 옆,인천광역시,중구,28110,인천광역시 중구 신포로27번길 80,인천광역지 중구 관동1가 9-1,37.47408104,126.6213401,23:59,23:59,23:59,23:59,23:59,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2018-01-01,1899-4711,인천광역시 중구 여성보육과,032-760-7914,2020-07-08,3490000,인천광역시 중구
중구제2청 해송관 옆,인천광역시,중구,28110,인천광역시 중구 운남서로 100,인천광역시 중구 운남동 1511,37.49416117,126.5314849,23:59,23:59,23:59,23:59,23:59,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2019-01-03,1899-4711,인천광역시 중구 여성보육과,032-760-7914,2020-07-08,3490000,인천광역시 중구
이마트24 영종넙디점 앞,인천광역시,중구,28110,인천광역시 중구 넙디로13,인천광역시 중구 운서동 2884-7,37.485288,126.5067111975,23:59,23:59,23:59,23:59,23:59,23:59,48,24,1000,2,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/600+04/600,02/500+04/500,02/450+04/225,2020-02-13,1899-4711,인천광역시 중구 여성보육과,032-760-7914,2020-07-08,3490000,인천광역시 중구
그린케어센터,서울특별시,영등포구,11560,서울특별시 영등포구 당산로29길 9,서울특별시 영등포구 당산동3가 407,37.5259388,126.893968,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/03+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2013-09-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
영등포제1스포츠센터,서울특별시,영등포구,11560,서울특별시 영등포구 신풍로 1,서울특별시 영등포구 신길동 426-3,37.5005419802,126.9063068441,06:00,22:00,08:00,18:00,10:00,18:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/03+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2013-09-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
대림정보문화도서관,서울특별시,영등포구,11560,서울특별시 영등포구 도신로 27,서울특별시 영등포구 대림동 608-2,37.5043176474,126.896082,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/07+03/12,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2013-09-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
신길1동주민센터,서울특별시,영등포구,11560,서울특별시 영등포구 영등포로84길 24-5,서울특별시 영등포구 신길동 465-1,37.5111184,126.921446,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/03+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2013-09-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
갈마1동 둔산여고 인근,대전광역시,서구,30170,대전광역시 서구 신갈마로 230번길 41,,36.354204,127.3714469,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,1,본인 휴대폰 번호와 전송받은 인증번호 입력,01+02+04,01/1+02/5+04/10,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2016-11-30,1600-5136,대전 서구청 여성가족과,042-288-3224,2020-06-30,3660000,대전광역시 서구
도림동주민센터,서울특별시,영등포구,11560,서울특별시 영등포구 도영로7길 10,서울특별시 영등포구 도림동 222-7,37.509418,126.895916,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/03+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2014-05-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
주민센터,서울특별시,영등포구,11560,서울특별시 영등포구 여의대방로43길 10,서울특별시 영등포구 신길동 897-3,37.506341,126.9215136423,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/07+03/12,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-08-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
다사랑어린이공원,서울특별시,영등포구,11560,서울특별시 영등포구 대림로23가길 5,서울특별시 영등포구 대림동 703-6,37.4928343528,126.899212,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/01+02/03+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-01-20,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
신길4동 1동1마을 지하공영주차장,서울특별시,영등포구,11560,서울특별시 영등포구 신길로40길 5,서울특별시 영등포구 신길동 232-20,37.5071522715,126.9116550169,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/00+02/05+03/11,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-05-25,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
영등포본동주민센터,서울특별시,영등포구,11560,서울특별시 영등포구 신길로61길 17,서울특별시 영등포구 영등포동 592-70,37.514631,126.909336,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/00+02/05+03/11,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-05-25,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
서울특별시영등포구평생학습관,서울특별시,영등포구,11560,서울특별시 영등포구 버드나루로15길 10,서울특별시 영등포구 당산동 121-22,37.525909,126.907241,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/00+02/05+03/11,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2017-06-01,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
영등포구청소년상담복지센터,서울특별시,영등포구,11560,서울특별시 영등포구 도영로22길 36,서울특별시 영등포구 영등포동 645-20,37.5101550747,126.903225,00:00,24:00,00:00,24:00,00:00,24:00,48,24,1000,02,"물품 배송 시 휴대폰문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열러 물품 수령",2,01/00+02/05+03/11,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2019-05-20,1899-4708,영등포구청,02-2670-3352,2020-07-06,3180000,서울특별시 영등포구
여성안심무인택배함,경상북도,구미시,47190,구미시 봉곡로15길 54,구미시 봉곡동 197,36.152915,128.307554,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010104,11,파악불가,파악불가,파악불가,2015-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 이계북로 149,구미시 진평동 1035,36.106043,128.418794,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010105,16,파악불가,파악불가,파악불가,2015-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
여성안심무인택배함,경상북도,구미시,47190,구미시 경은로 52,구미시 형곡동 141-5,36.114015,128.334438,00:00,23:59,00:00,23:59,00:00,00:00,24,0,0,01,택배장소 선택 후 고객 인증번호 입력 후 물품수령,DVIC010110,11,파악불가,파악불가,파악불가,2016-01-01,054-461-0306,구미시청,054-480-5134,2020-07-01,5080000,경상북도 구미시
이도일동도시재생주민협의체,제주특별자치도,제주시,50110,제주특별자치도 제주시 오현길 9,,33.50639732,126.5272453,00:00,23:59,00:00,23:59,00:00,23:59,72,24,1000,2,1. 이용자:택배수령지를 보관함 설치장소로 지정 2. 택배업체:이용자의 휴대폰 번호 입력 후 물품보관 3. 종합관제센터:이용자의 휴대폰으로 택배도착문자 및 인증번호 발송 4. 이용자:발송된 인증번호 입력 후 물품 수령,중소형/03,03/25,03/60,03/50,03/32,2019-05-31,02-857-2750,이도일동도시재생주민협의체,064-756-5433,2020-07-10,6500000,제주특별자치도
