점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자,제공기관코드,제공기관명
세븐일레븐(법2동),대전광역시,대덕구,30230,대전광역시 대덕구 동춘당로 165,,36.36769007,127.4332568,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25(법2동),대전광역시,대덕구,30230,"대전광역시 대덕구 동춘당로 179, 101호 (골드타워)",,36.36736798,127.431601,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(비래동),대전광역시,대덕구,30230,대전광역시 대덕구 비래서로 23,,36.35512997,127.4473229,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
세븐일레븐(신도점),대전광역시,대덕구,30230,대전광역시 대덕구 우암로 409,,36.35505942,127.454582,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
CU(송촌타운점),대전광역시,대덕구,30230,대전광역시 대덕구 송촌남로20,,36.35347411,127.4418634,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(비래스타점),대전광역시,대덕구,30230,대전광역시 대덕구 비래동로23번길60,,36.35734013,127.447154,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(비래학사점),대전광역시,대덕구,30230,대전광역시 대덕구 우암로430,,36.3568588,127.4543874,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
CU(상서동),대전광역시,대덕구,30230,대전광역시 대덕구 벚꽃길 76,,36.43334805,127.425541,,신탄진지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
세븐일레븐(신탄공단점),대전광역시,대덕구,30230,대전광역시 대덕구 벚꽃길 128,,36.42701424,127.4235991,,신탄진지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(석봉동),대전광역시,대덕구,30230,대전광역시 대덕구 석봉로30번안길 14,,36.4450155,127.425744,,신탄진지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
미니스톱(송촌동),대전광역시,대덕구,30230,대전광역시 대덕구 동춘당로44번길 9,,36.36295177,127.444571,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(송촌동),대전광역시,대덕구,30230,대전광역시 대덕구 동서대로 1809,,36.35699512,127.444985,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
순우리감자탕,대전광역시,대덕구,30230,대전광역시 대덕구 계족산로81번길 54,,36.36537279,127.439053,,송촌지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(신탄진동),대전광역시,대덕구,30230,대전광역시 대덕구 신탄진동로23번길 56,,36.45032248,127.431476,,신탄진지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
대청골순대국밥,대전광역시,대덕구,30230,대전광역시 대덕구 대청로 10,,36.45118677,127.429706,,신탄진지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
CU(오정동),대전광역시,대덕구,30230,대전광역시 대덕구 한남로17번길 16,,36.35055862,127.425735,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(오정동),대전광역시,대덕구,30230,대전광역시 대덕구 동산초교로59번길 3,,36.34857498,127.4240517,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
CU(오정동),대전광역시,대덕구,30230,대전광역시 대덕구 한남로17번길 42,,36.34953316,127.425261,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
DQ24시,대전광역시,대덕구,30230,대전광역시 대덕구 한남로36,,36.3511729,127.424362,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
울엄마양평해장국,대전광역시,대덕구,30230,대전광역시 대덕구 한남로 136,,36.34804759,127.4151279,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
세븐일레븐(와동),대전광역시,대덕구,30230,대전광역시 대덕구 신탄진로232번길 12,,36.40076487,127.423609,,회덕파출소,,Y,2020-04-13,3680000,대전광역시 대덕구
JH24 편의점,대전광역시,대덕구,30230,대전광역시 대덕구 신탄진로 240,,36.4018494223,127.4227847,,회덕파출소,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시(중리동),대전광역시,대덕구,30230,대전광역시 대덕구 홍도로129번길 68,,36.3577118784,127.4233168611,,중리지구대,,Y,2020-04-13,3680000,대전광역시 대덕구
GS25시안성양성점,경기도,안성시,41550,경기도 안성시 양성면 양성로 63,경기도 안성시 양성면 동항리 182-1,37.0638206,127.1965928,031-672-2257,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
GS(진해자은점),경상남도,창원시,48129,경상남도 창원시 진해구 동진로 111-1,,35.1474641,128.7031882,,진해경찰서,,Y,2019-09-24,5670000,경상남도 창원시
미니스톱안성원곡점,경기도,안성시,41550,경기도 안성시 가천중앙1길 55,경기도 안성시 원곡면 외가천리 200-2,37.04047317,127.1292426,031-657-7279,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
CU안성삼죽점,경기도,안성시,41550,경기도 안성시 삼죽면 삼죽로 124-1,경기도 안성시 삼죽면 용월리 467-5,37.0737040477,127.3752914,031-671-7566,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
CU안성죽산점,경기도,안성시,41550,경기도 안성시 죽산면 죽주로 257,경기도 안성시 죽산면 죽산리 437-19,37.0753326368,127.4236156479,031-676-8609,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
미소래25시편의점,경기도,안성시,41550,경기도 안성시 대덕면 내리1길 22,경기도 안성시 대덕면 내리 223-1,37.0015090800,127.2206988626,031-676-4499,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
위드미공도점,경기도,안성시,41550,경기도 안성시 공도읍 공도1로 42,경기도 안성시 공도읍 만정리 797-1,37.0024391,127.1695965,031-657-6662,안성경찰서,2017,Y,2020-03-17,4080000,경기도 안성시
부평형제점,인천광역시,부평구,35400,인천광역시 부평구 광장로30번길 78,,37.490040,126.728740,032-527-6110,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평공원점,인천광역시,부평구,35400,인천광역시 부평구 길주남로 33,,37.504741,126.725271,032-507-6578,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평제일점,인천광역시,부평구,35400,인천광역시 부평구 주부토로 74,,37.5015399801,126.725627,032-529-0890,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평5동점,인천광역시,부평구,35400,인천광역시 부평구 부평문화로 131,,37.4942683536,126.7309037159,032-525-1727,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평도서관점,인천광역시,부평구,35400,인천광역시 부평구 신트리로 18,,37.505784,126.723073,,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
청천그린점,인천광역시,부평구,35400,인천광역시 부평구 청농로 62,,37.517826,126.689506,032-512-7064,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평선경점,인천광역시,부평구,35400,인천광역시 부평구 장제로52번길 23,,37.490032,126.731056,032-225-8745,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
백운현대점,인천광역시,부평구,35400,인천광역시 부평구 화랑남로 13-1,,37.4926417976,126.706206,032-507-8717,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
삼산주공점,인천광역시,부평구,35400,인천광역시 부평구 충선로 303,,37.516116,126.735153,032-512-3599,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
삼산한길점,인천광역시,부평구,35400,인천광역시 부평구 영성중로15번길 6,,37.518124,126.743857,032-508-0638,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
삼산미래타운점,인천광역시,부평구,35400,인천광역시 부평구 부평북로 433,,37.5222057944,126.741817,032-502-6920,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
세림병원점,인천광역시,부평구,35400,인천광역시 부평구 길주로 510,,37.5073734984,126.7189313742,032-511-6103,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부개중앙점,인천광역시,부평구,35400,인천광역시 부평구 마분로19번길 3,,37.484450,126.738708,032-504-1580,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평마이빌점,인천광역시,부평구,35400,인천광역시 부평구 부평대로 102,,37.500432,126.7224314600,032-330-9541,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평사랑점,인천광역시,부평구,35400,인천광역시 부평구 부흥로267번길 25,,37.4999114349,126.721225,032-527-9199,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평래미안점,인천광역시,부평구,35400,인천광역시 부평구 주부토로81번길 50,,37.5027510584,126.7226174537,032-518-1580,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평중부점,인천광역시,부평구,35400,인천광역시 부평구 부흥북로96번길 12,,37.500369,126.732592,032-515-6747,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평해인점,인천광역시,부평구,35400,인천광역시 부평구 원적로488번길 13,,37.5025961017,126.721050,032-505-9695,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시삼산점,인천광역시,부평구,35400,인천광역시 부평구 체육관로 14,,37.508348,126.733071,032-503-7172,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부개먹자대로점,인천광역시,부평구,35400,인천광역시 부평구 수변로78번길 11,,37.4933013558,126.741700,032-528-5169,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부개무지개점,인천광역시,부평구,35400,인천광역시 부평구 길주로 640,,37.506172,126.7340596007,032-522-6455,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평문화점,인천광역시,부평구,35400,인천광역시 부평구 부평문화로65번길 25,,37.495156,126.723319,032-361-6636,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평동아점,인천광역시,부평구,35400,인천광역시 부평구 부흥로 245,,37.4990342136,126.719095,032-501-4314,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평대로점,인천광역시,부평구,35400,인천광역시 부평구 부흥로 301,,37.498622,126.725267,032-524-3824,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평라일점,인천광역시,부평구,35400,인천광역시 부평구 장제로 125,,37.496625,126.7298955636,032-362-0841,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
갈산향기점,인천광역시,부평구,35400,인천광역시 부평구 주부토로262번길 19-5,,37.5186894890,126.7279157098,032-504-7651,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
산곡경남점,인천광역시,부평구,35400,인천광역시 부평구 안남로 229,,37.503336,126.7084105040,032-516-9560,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
GS25 여의타워점,서울특별시,영등포구,11560,서울특별시 영등포구 63로 36,서울특별시 영등포구 여의도동 61-5 리버타워102,37.5194119,126.9386126,02-761-9377,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
GS25 영등포경남점,서울특별시,영등포구,11560,서울특별시 영등포구 영중로27길 6,서울특별시 영등포구 영등포동7가 69-9,37.524242,126.904705,02-2068-0578,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
GS25 영등포로타리점,서울특별시,영등포구,11560,서울특별시 영등포구 영중로 31,서울특별시 영등포구 영등포동4가 65-3,37.5190267,126.9048646,02-2678-4595,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
미니스톱 대림두암점,서울특별시,영등포구,11560,서울특별시 영등포구 대림로29길 24,서울특별시 영등포구 대림동 727-5,37.49501997,126.896868,02-844-2425,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
미니스톱 신길대신점,서울특별시,영등포구,11560,서울특별시 영등포구 도신로60길 2,서울특별시 영등포구 신길동 115-1,37.5117464,126.9168208,02-845-0550,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
미니스톱 신길점,서울특별시,영등포구,11560,서울특별시 영등포구 도림로 322,서울특별시 영등포구 신길동 363-5,37.506318,126.9019159,02-831-0601,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
미니스톱 여의IFC점,서울특별시,영등포구,11560,서울특별시 영등포구 국제금융로2길 7,서울특별시 영등포구 여의도동 24,37.524619,126.926822,02-785-7956,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
CU 역삼화랑점,서울특별시,강남구,11680,서울특별시 강남구 역삼로20길 9,,37.4947129819,127.0376559,02-562-6423,강남경찰서,,Y,2020-03-03,3220000,서울특별시 강남구
세븐일레븐 당산역본점,서울특별시,영등포구,11560,서울특별시 영등포구 당산로 237,서울특별시 영등포구 당산동6가 306-1 그린빌 101호,37.53491375,126.902264,02-2068-9457,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
세븐일레븐 대방역점,서울특별시,영등포구,11560,서울특별시 영등포구 영등포로 422,서울특별시 영등포구 신길동 1300 정오빌딩 1층 9호,37.51239081,126.9248101,02-835-2030,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
GS25 영등포영달점,서울특별시,영등포구,11560,서울특별시 영등포구 영신로24길 18-1,서울특별시 영등포구 영등포동4가 428-13,37.5162887,126.9045362162,02-2678-2575,영등포경찰서,2019,Y,2020-07-06,3180000,서울특별시 영등포구
GS25 선재대교점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 선재로 40,인천광역시 옹진군 영흥면 선재리 142,37.2335115088,126.5334858336,032-887-9683,인천중부경찰서,2018,Y,2020-06-30,3580000,인천광역시 옹진군
세븐일레븐 인천영흥십리포점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 영흥북로 397,인천광역시 옹진군 영흥면 내리 724-137,37.2808162411,126.4849012791,032-890-4280,인천중부경찰서,2018,Y,2020-06-30,3580000,인천광역시 옹진군
세븐일레븐 선재도목섬점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 선재로34번길 23,인천광역시 옹진군 영흥면 선재리 108-32,37.2333454961,126.5352628369,032-890-4177,인천중부경찰서,2018,Y,2020-06-30,3580000,인천광역시 옹진군
세븐일레븐 인천영흥점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 영흥로 144,인천광역시 옹진군 영흥면 내리 8-83,37.2569224515,126.4953083786,032-889-7191,인천중부경찰서,2018,Y,2020-06-30,3580000,인천광역시 옹진군
세븐일레븐 에너지파크점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 영흥남로 313,인천광역시 옹진군 영흥면 외리 909-3,37.2440808504,126.4530891453,032-880-9936,인천중부경찰서,2020,Y,2020-06-30,3580000,인천광역시 옹진군
세븐일레븐 영흥로드점,인천광역시,옹진군,35800,인천광역시 옹진군 영흥면 영흥북로35번길 126,인천광역시 옹진군 영흥면 내리 21-1,37.2615075273,126.4979968546,032-886-8183,인천중부경찰서,2020,Y,2020-06-30,3580000,인천광역시 옹진군
GS베아채점,전라남도,무안군,46840,전라남도 무안군 삼향읍 오룡동길 5,전라남도 무안군 삼향읍 남악리 1467,34.8155743810,126.4803665742,061-283-8864,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
GS 오룡마을점,전라남도,무안군,46840,전라남도 무안군 삼향읍 남악2로74번길 13,,34.8121891051,126.4557095970,061-285-2169,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
CU 남악미래점,전라남도,무안군,46840,전라남도 무안군 삼향읍 남악3로 80,전라남도 무안군 삼향읍 남악리 2141,34.8126546918,126.4606728085,061-282-1069,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
GS25남악중앙점,전라남도,무안군,46840,전라남도 무안군 삼향읍 남악3로 82번길 20,,34.8126441704,126.4623691042,061-284-9598,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
미니스톱 남악호반점,전라남도,무안군,46840,,"전라남도 무안군 삼향읍 남악리 1578, 101호",34.8106713618,126.4679863299,061-282-8141,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
세븐일레븐 펠리시티점,전라남도,무안군,46840,"전라남도 무안군 삼향읍 남악3로 39, 102-108",,34.8094381513,126.4597801116,061-285-0646,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
CU 유탑유블레스,전라남도,무안군,46840,전라남도 무안군 삼향읍 후광대로 330,전라남도 무안군 삼향읍 남악리 1476,34.8140054263,126.4677331948,061-284-5280,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
미니스톱 남악골드점,전라남도,무안군,46840,전라남도 무안군 삼향읍 남악5로72번길 81-21,,34.8106300113,126.4792653654,,남악지구대,2016,Y,2020-07-06,4950000,전라남도 무안군
CU 아현뉴타운점,서울특별시,마포구,11440,서울특별시 마포구 마포대로11길 50 CU 아현뉴타운점,서울특별시 마포구 마포대로 11길 50 CU 아현뉴타운점,37.550211,126.951162,02-313-0917,서울마포경찰서,,Y,2019-07-10,3130000,서울특별시 마포구
CU 서교타워점,서울특별시,마포구,11440,서울특별시 마포구 양화로 133 CU 서교타워점,서울특별시 마포구 양화로 133 CU 서교타워점,37.555183,126.920953,02-3141-3117,서울마포경찰서,,Y,2019-07-10,3130000,서울특별시 마포구
CU 상암4단지점,서울특별시,마포구,11440,서울특별시 마포구 월드컵북로 381 CU 상암4단지점,서울특별시 마포구 월드컵북로 381 (상암동) 111 CU 상암4단지점,37.578042,126.889863,02-308-5287,서울마포경찰서,,Y,2019-07-10,3130000,서울특별시 마포구
GS25 한강양화1호점(구.양화진달래점),서울특별시,영등포구,11560,서울특별시 영등포구 노들로 55,서울특별시 영등포구 양화동 100-5,37.5476940128,126.8866527982,02-2068-8940,영등포경찰서,2017,Y,2020-07-06,3180000,서울특별시 영등포구
부평블루점,인천광역시,부평구,35400,인천광역시 부평구 시장로61번길 6,,37.4961533693,126.727803,032-518-0393,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평시장점,인천광역시,부평구,35400,인천광역시 부평구 주부토로 23,,37.4972275326,126.724736,032-502-3999,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부개크라운점,인천광역시,부평구,35400,인천광역시 부평구 경인로1058번길 13,,37.486004,126.737425,032-330-7858,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
인천광역시부개동점,인천광역시,부평구,35400,인천광역시 부평구 동수로128번길 17-4,,37.4843460260,126.733879,032-511-7668,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
갈산행복점,인천광역시,부평구,35400,인천광역시 부평구 새갈로 6,,37.5183990084,126.7301157600,032-529-0329,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평프렌즈,인천광역시,부평구,35400,인천광역시 부평구 경원대로 1414,,37.4910172244,126.726057,032-506-4919,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
부평베스트,인천광역시,부평구,35400,인천광역시 부평구 부평대로 24,,37.493519,126.7233073276,032-526-1082,삼산경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
씨유 을왕영심이점,인천광역시,중구,28110,인천광역시 중구 용유서로 356,인천광역시 중구 을왕동 762-25,37.449882,126.373472,032-747-1195,인천중부경찰서,2018,Y,2020-06-23,3490000,인천광역시 중구
씨유 왕산해변점,인천광역시,중구,28110,인천광역시 중구 용유서로423번길 29,인천광역시 중구 을왕동 810-194,37.456831,126.369038,,인천중부경찰서,2018,Y,2020-06-23,3490000,인천광역시 중구
씨유 영종풍림점,인천광역시,중구,28110,인천광역시 중구 신도시북로43번길 14,인천광역시 중구 운서동 2744-1,37.4994592,126.483955,032-746-7941,인천중부경찰서,2018,Y,2020-06-23,3490000,인천광역시 중구
세븐일레븐 인천송림오거리점,인천광역시,동구,21840,인천광역시 동구 샛골로 146,인천광역시 동구 송림동 59-28,37.4754005340,126.644657,032-765-4836,인천중부경찰서,2018,Y,2020-06-26,3500000,인천광역시 동구
세븐일레븐 인천재능대점,인천광역시,동구,21840,인천광역시 동구 송림로 138,인천광역시 동구 송림동 29-11,37.4771242998,126.649898,032-761-0107,인천중부경찰서,2018,Y,2020-06-26,3500000,인천광역시 동구
세븐일레븐 동인천다인점,인천광역시,동구,21840,인천광역시 동구 송화로2번길 11,인천광역시 동구 화평동 527-20,37.4769006,126.631382,032-777-7265,인천중부경찰서,2018,Y,2020-06-26,3500000,인천광역시 동구
산곡한양점,인천광역시,부평구,35400,인천광역시 부평구 마장로 287,,37.5036060482,126.7008096352,032-330-0441,부평경찰서,2018,Y,2020-06-30,3540000,인천광역시 부평구
GS25여주희망점,경기도,여주시,57000,경기도 여주시 여주남로 76-1,,37.28189234,127.613042,031-884-2479,여주경찰서 생활안전계,2017,Y,2020-07-23,5700000,경기도 여주시
GS25 반포중앙점,서울특별시,서초구,11650,서울특별시 서초구 사평대로55길 37,서울특별시 서초구 반포동 739-35,37.505669,127.022012,02-514-4249,서초경찰서,2016,Y,2020-06-22,3210000,서울특별시 서초구
CU 반포중앙점,서울특별시,서초구,11650,서울특별시 서초구 사평대로53길 27,서울특별시 서초구 반포동 733-14,37.5054426335,127.021345,02-546-3208,서초경찰서,2016,Y,2020-06-22,3210000,서울특별시 서초구
CU 서초염곡점,서울특별시,서초구,11650,서울특별시 서초구 염곡말길 19,서울특별시 서초구 염곡동 106-7,37.4620188147,127.052218,02-575-3118,서초경찰서,2015,Y,2020-06-22,3210000,서울특별시 서초구
미니스톱 구일역점,서울특별시,구로구,11530,"서울특별시 구로구 구일로10길 49(구로동, 다원그린빌)",서울특별시 구로구 구로동 685-154,37.4957011,126.8744343,,구로경찰서,2020,Y,2020-03-09,3160000,서울특별시 구로구
세븐일레븐 고척푸르지오점,서울특별시,구로구,11530,서울특별시 구로구 중앙로 109(고척동),서울특별시 구로구 고척동339-1,37.5070541,126.8595113397,02-2060-8367,구로경찰서,2020,Y,2020-03-09,3160000,서울특별시 구로구
세븐일레븐 고척청마루점,서울특별시,구로구,11530,서울특별시 구로구 중앙로 14길 31(고척동),서울특별시 구로구 고척동 39-6,37.5076141475,126.8631037,02-2684-1719,구로경찰서,2020,Y,2020-03-09,3160000,서울특별시 구로구
세븐일레븐 구일역점,서울특별시,구로구,11530,서울특별시 구로구 구일로 110(구로동),서울특별시 구로구 구로동 642-108,37.4950273,126.872004,02-851-1795,구로경찰서,2020,Y,2020-03-09,3160000,서울특별시 구로구
대동하늘공원,대전광역시,동구,36400,대전광역시 동구 동대전로110번길 182,대전광역시 동구 대동 1-641,36.3317159356,127.4515683343,042-251-4514,동부서상황실,2017,Y,2020-02-25,3640000,대전광역시 동구
CU고려대안암병원점,서울특별시,성북구,30700,서울특별시 성북구 고려대로 73,서울특별시 성북구 안암동5가 126-1,37.5871117807,127.0263579143,02-922-2228,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU동덕우체국점,서울특별시,성북구,30700,서울특별시 성북구 화랑로13길 79-2,서울특별시 성북구하월곡동 73-21,37.6066219,127.0407525,02-942-9552,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU성북로데오점,서울특별시,성북구,30700,서울특별시 성북구 동소문로20가길 22,서울특별시 성북구동선동1가 100,37.5926346722,127.0177319,02-929-0622,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU성북삼선점,서울특별시,성북구,30700,서울특별시 성북구 삼선교로 16길 48,서울특별시 성북구삼선동2가 212-1,37.5861266,127.0108003,02-6012-6209,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU성북점,서울특별시,성북구,30700,서울특별시 성북구 성북로8길 4,서울특별시 성북구성북동 184-48,37.5906171,127.0043319,02-747-4634,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU성신여대역점,서울특별시,성북구,30700,서울특별시 성북구 동소문로 93,서울특별시 성북구동소문동6가 116,37.5926890294,127.0156761,02-922-1017,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU정릉청수점,서울특별시,성북구,30700,서울특별시 성북구 보국문로32길 3,서울특별시 성북구정릉동 966-101,37.6172001,127.0024646894,02-910-7072,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU종암행복점,서울특별시,성북구,30700,서울특별시 성북구 종암로5길 29,서울특별시 성북구종암동 34-6,37.5940509,127.0342589,02-926-4626,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
CU보문좋은점,서울특별시,성북구,30700,서울특별시 성북구 지봉로 175,서울특별시 성북구보문동2가 75-15,37.5850057,127.0181328,02-926-2525,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25고대종암,서울특별시,성북구,30700,서울특별시 성북구 북악산로27길 14,서울특별시 성북구종암동 31-46,37.5921300368,127.0344125220,02-929-0567,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25길음뉴타운,서울특별시,성북구,30700,서울특별시 성북구 삼양로13길 45,서울특별시 성북구길음동 1281-6,37.6107262561,127.0196517,02-929-1315,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25길음본,서울특별시,성북구,30700,서울특별시 성북구 길음로 33,서울특별시 성북구길음동 1284,37.6050496083,127.0220109714,02-918-2212,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성북동진,서울특별시,성북구,30700,서울특별시 성북구 종암로 54,서울특별시 성북구종암동 10-178,37.5950234923,127.0361673,02-913-5557,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성북한천로,서울특별시,성북구,30700,서울특별시 성북구 한천로 572,서울특별시 성북구석관동 124-34,37.6108434,127.0630027797,02-965-5152,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성신미디어,서울특별시,성북구,30700,서울특별시 성북구 보문로32길 69,서울특별시 성북구동선동2가 142-3,37.5906016729,127.0199813,02-923-7978,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성신여대,서울특별시,성북구,30700,서울특별시 성북구 보문로34길 88,서울특별시 성북구동선동2가 154,37.5912331,127.0201276,,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성신행운,서울특별시,성북구,30700,서울특별시 성북구 보문로30가길 12,서울특별시 성북구안암동1가 47-2,37.589201,127.0203049,02-923-8449,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25정릉대우,서울특별시,성북구,30700,서울특별시 성북구 보국문로 14,서울특별시 성북구정릉동 413-16,37.6059088512,127.0114155765,02-909-9010,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25한성대,서울특별시,성북구,30700,서울특별시 성북구 삼선교로10나길 3,서울특별시 성북구삼선동1가 266,37.5866241992,127.0095148,02-3675-3921,성북경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25동덕여대사랑,서울특별시,성북구,30700,서울특별시 성북구 화랑로13길 42,서울특별시 성북구하월곡동 21-56,37.6051271552,127.0417578,02-915-7705,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성북석관,서울특별시,성북구,30700,"서울특별시 성북구 돌곶이로 46, 1층",서울특별시 성북구석관동 301-8,37.6082436,127.0598793,02-959-2273,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25석관미소,서울특별시,성북구,30700,서울특별시 성북구 돌곶이로8바길 39,서울특별시 성북구석관동 67-18,37.6089057,127.0637025,,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
GS25성북장위,서울특별시,성북구,30700,서울특별시 성북구 화랑로33길 39,서울특별시 성북구장위동 66-9,37.6118122,127.0545188,02-912-0177,종암경찰서,2014,Y,2020-03-11,3070000,서울특별시 성북구
